Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
2,1,担任教師,"「じゃホームルーム、終わり。
インフルエンザ流行ってるみたいだから、
各自予防を怠らないように」",,,
4,3,親志,「春希」,,,
6,5,春希,「………」,,,
8,7,親志,「おい、春希ってば」,,,
10,9,春希,"「え？　ああ、悪い。
なんだ？」",,,
12,11,親志,"「いや、暇だったら今から付き合わないかって。
実行委員の追い出し会があるから」",,,
14,13,春希,「あ～、悪い、今日は野暮用が」,,,
16,15,親志,"「…小木曽か。
悪かった、そりゃ本当に野暮だったな、俺」",,,
18,17,春希,"「いや、野暮用ってのは
日本語的にそういう意味でなく…」",,,
19,,,"実情を正確に掴んでいるせいで、
微妙に反論しにくいけど。",,,
21,20,親志,"「でもさ春希。そういうことなら、
なおさらさっきのは良くないんじゃないか？」",,,
23,22,春希,「さっきのって…なんだよ？」,,,
25,24,親志,「隣の席の奴のこと」,,,
27,26,春希,「はぁ？」,,,
29,28,親志,"「年が明けてからずっとシカトしてたと思ったら、
来なくなった途端に、ずっと目で追ってるぞ」",,,
31,30,春希,「………」,,,
33,32,親志,"「来てないってわかってるのに百回以上もこっち見んな。
あと、そのたびにため息つくのはやめろ。
幸せが逃げると言ったのはお前だぞ」",,,
35,34,春希,「………」,,,
37,36,親志,"「そんだけ。
じゃな」",,,
38,,,"それは、週の真ん中水曜の、
何の変哲もない放課後の一コマ。",,,
39,,,"２月になって、受験や面接での欠席が目立ってて、
その上風邪が流行ってて、
人口密度が半分くらいになった教室の…",,,
40,,,"二十人を超える欠席者のうちの、
たった一人だけを心配する俺に向けられた、
クラスメートの、ある意味当然な反応。",,,
43,42,かずさ,"『…と、いうわけだ。
卒業までよろしくな、北原』",,,
45,44,かずさ,"『もう、先月みたいに無視しないでくれよな。
あたしだって結構辛かったんだぞ？』",,,
48,47,春希,"「そんなこと言われても…
どうすればいいんだ？」",,,
49,,,"無視するなって言ったのは三日前のお前だろ？
卒業までよろしくって言ったのもお前だろ？",,,
50,,,だったらなんで俺の前に姿を現さないんだよ？,,,
51,,,どんだけ俺を惑わせば気が済むんだよ冬馬…,,,
52,,,………,,,
54,53,春希,「試験…？」,,,
56,55,雪菜,"「うん、四月からレッスンを受ける予定の、
新しい先生のところに通ってるって」",,,
58,57,春希,「ピアノ、の？」,,,
60,59,雪菜,"「すっごく有名で厳しい先生らしくて、
年に２人くらいしか教えないんだって。
だからこの時期に、何日もかけて試験するんだって」",,,
62,61,春希,「いつまで？」,,,
64,63,雪菜,"「それもわからないんだって。
今週で終わるかもしれないし、
二月いっぱいかかるかもって」",,,
66,65,春希,「そ、そう…なんだ」,,,
68,67,雪菜,"「もう、次に向けて動き出してるんだね。
ホント、前向きになったよね、かずさ…」",,,
69,,,"冬馬が今週になっても登校しない理由は、
こうしてあっさりと判明した。",,,
70,,,けど…,,,
72,71,春希,「…冬馬から連絡あったの？」,,,
74,73,雪菜,"「うん、昨日。
留守電に連絡ちょうだいってメッセージ入れてたから」",,,
76,75,春希,「そう、か…」,,,
78,77,雪菜,「………」,,,
79,,,"だったら、月曜から何度もかけてた俺の電話に、
一度もコールバックがないのはどうしてなんだよ。",,,
80,,,"月曜から何度も送ってた『生きてるか？』メールに、
一つの返信もよこさないのはどうしてなんだよ。",,,
81,,,"『無視しないでくれ』って言った、
その舌の根も乾かないうちに、そっちからシカトかよ…",,,
83,82,雪菜,「…なんだか怒ってる？」,,,
85,84,春希,"「ちょっとな。
あいつ、雪菜の誕生日のこともう忘れてるだろ？」",,,
87,86,雪菜,「それは…」,,,
89,88,春希,"「コンクールの時、
ちゃんとパーティに来るって約束したのにな。
その話、一言でも出たか？」",,,
91,90,雪菜,"「いいよそんなの。
かずさにとって、今が大事な時じゃない」",,,
93,92,春希,「それは…そうだけど」,,,
94,,,そうだな、大事な時だ。,,,
95,,,"冬馬の今年一年どころか、一生を左右しかねない、
大事な試験だって、俺にだってわかってる。",,,
96,,,"…そんな大事なことなのに、
俺には何の連絡もないのか。",,,
97,,,その程度かよ、俺って。,,,
99,98,雪菜,"「今は、かずさの新しい挑戦を応援しようよ。
わたしの誕生日パーティなんて、いつでもできるし、
それにまだ来ないって決まったわけじゃ…」",,,
101,100,春希,「な、雪菜」,,,
103,102,雪菜,「ん？」,,,
105,104,春希,"「誕生日…
二人きりで祝わないか？」",,,
107,106,雪菜,「え…」,,,
109,108,春希,"「１４日は平日だからさ、
ちょっと早めに、今週末の土曜とかでさ、
レストランとか予約して」",,,
111,110,雪菜,「土曜日…は」,,,
113,112,春希,"「もちろん、カラオケ行ってもいい。
何時間だって付き合うから」",,,
115,114,雪菜,「で、でも…」,,,
117,116,春希,"「後でまた、三人やみんなでパーティやってもいい。
だけど俺、今は雪菜と二人きりで祝いたい」",,,
119,118,雪菜,「っ…」,,,
120,,,"俺は今、目の前にいるこのコを…
小木曽雪菜を大事にしたい。",,,
121,,,"だって、一番大切な人を
一番大事にしなくちゃいけないのは当然のことだから。",,,
123,122,春希,「だ、駄目、かな？」,,,
125,124,雪菜,「だ、駄目って、わけじゃ…ないけど…」,,,
127,126,春希,"「え、ええと、ごめん。
結構無理難題ふっかけてるみたいだな、俺」",,,
129,128,雪菜,「そ、そんなことも、ないけど…」,,,
131,130,春希,"「その…性急かつ強引な申し出で大変申し訳ないけど、
一度、検討してみてはもらえないだろうか？」",,,
133,132,雪菜,"「それって、言葉遣いだけ丁寧にしてるだけで、
言ってること同じなんじゃ…」",,,
134,,,"なんて、俺にしては珍しい強引さも積極さも、
思ったとおり、長続きはしなかったけど。",,,
135,,,それでも、今度ばかりは引き下がるつもりはない。,,,
137,136,春希,"「俺たちが出会って、初めての記念日だから…
雪菜と一緒にいたい」",,,
139,138,雪菜,「春希、くん」,,,
140,,,"だって…
いい加減決着をつけないと、
雪菜にだけ、誠実でいられない。",,,
141,,,"だから、もし今週末、
雪菜が俺と二人きりで会ってくれたなら…",,,
143,142,雪菜,「ちょっと…考えさせて」,,,
145,144,春希,「ああ…待ってる」,,,
146,,,"俺は、雪菜に告白する。
何もかも正直に、ぶちまける。",,,
147,,,"自分の気持ちの持って行き場を見失っていたことを。
少しだけ、冬馬に惑わされてしまっていることを。",,,
148,,,"けれど、それでも強く雪菜に惹かれていることを。
本当の気持ちの持って行き場を求めていることを。",,,
149,,,雪菜を…求めていることを。,,,
150,,,………,,,
151,,,……,,,
152,,,…,,,
154,153,春希,「え…？」,,,
156,155,雪菜,"「やっぱりね…
みんなでパーティしようよ？」",,,
