Id,NameId,Name,Text,Traslate,NameTranslate,Notes
1,,,<S0卒業まで、あと一週間…>,,,
2,,,"留学を告げたあの日から、
冬馬はふたたび学校に来なくなった。",,,
3,,,"携帯に掛けても、いつも繋がらない。
呼び出し音も鳴らない。",,,
4,,,…それはきっと、着信拒否。,,,
5,,,"彼女は、俺との約束を一つだけ果たして、
ふたたび、俺の前から消えていた。",,,
6,,,………,,,
7,,,……,,,
8,,,…,,,
10,,,そして…,,,
12,11,教頭,「卒業証書、授与」,,,
13,,,卒業まで、あと…,,,
15,14,Ａ組担任,"「３年Ａ組。４７名。
…青山浩」",,,
17,16,男子生徒１,「はい」,,,
18,,,残り時間は、もうなくなっていた。,,,
20,19,Ａ組担任,「小木曽雪菜」,,,
22,21,雪菜,「はい」,,,
23,,,"その返事とともに、
一瞬、周囲の男子たちの空気が変わる。",,,
24,,,"隣の椅子に座ってる奴と言葉を交わす奴、
持ち込み禁止のはずの携帯カメラを壇上に向ける奴、
…あからさまに、俺に敵意の視線を向ける奴。",,,
26,25,春希,「………」,,,
27,,,そんな中で、俺は…,,,
28,,,"校長にぺこりと頭を下げ、壇上を降りる雪菜の姿を…
ただ、その姿だけを、目で追っていた。",,,
30,29,Ａ組担任,「加藤渚」,,,
32,31,女子生徒１,「はい」,,,
34,,,"『ああっ！？
ごめんごめん、冬馬かずさ、だよな？』",,,
36,35,春希,"『あ…そっか。初対面だったな。
俺、北原春希。
一応、Ｅ組の前期クラス委員』",,,
39,38,担任教師,「北原春希」,,,
41,40,春希,「はい」,,,
42,,,本日、一度目の舞台上。,,,
43,,,"数百人が、舞台に上ってはすぐに下りる、
完全な流れ作業の一環。",,,
44,,,"だけどそこには…
一応、俺たちの三年間の証が、
上質の紙とインクに詰まっているわけで。",,,
46,45,校長,"「卒業証書。
３年Ｅ組北原春希。
…以下同文」",,,
47,,,"校長に触れたのは、
これが最初で最後って奴、多いんだろうな…",,,
49,48,担任教師,「久野俊一郎」,,,
51,50,男子生徒３,「はい」,,,
52,,,"そんな益体もないことを考えているうちに、
次の名前が呼ばれ、そしてベルトコンベアが動き出す。",,,
55,54,春希,『そいや…』,,,
57,56,春希,"『冬馬から俺に話しかけたの、
ひょっとして初めてじゃないか？』",,,
59,58,春希,『ありがとな』,,,
62,61,担任教師,「冬馬かずさ」,,,
64,63,春希,「………」,,,
66,65,担任教師,「奈良橋清美」,,,
