Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
5,4,春希,「あ…」,,,
6,,,"いつものように編集部の扉を開けたとき、
いつもとは違う静けさに、一瞬嫌な予感がした。",,,
7,,,"実は誰もいなかったらとか、
いたとしても親しくない人たちだけだったらとか、
今さらになってそんな不安に駆られてしまったから。",,,
8,,,けれど…,,,
10,9,麻理,「北原…？」,,,
12,11,春希,「麻理さん…」,,,
13,,,"どうやら俺は、最後の最後で、
なんとか当たりを引けていたらしい。",,,
15,14,麻理,"「どうしたんだ一体？
こんな日のこんな時間の、
しかもこんな天気の中わざわざ」",,,
17,16,春希,"「こんな天気だからこそ、
こんな時間でも来れました。
…終電、雪で遅れて、まだ走ってたんですよ」",,,
19,18,麻理,「『こんな日』に関しての答えがまだのようだけど…」,,,
21,20,春希,"「他には誰もいないんですか？
麻理さんだけ？」",,,
23,22,麻理,"「………鈴木は有給。
松岡も木崎も定時になったらすっ飛んでいった。
浜田も今日ばかりは家族サービスって８時上がり」",,,
25,24,春希,「他の島の人たちも…？」,,,
26,,,"今日に限っては、編集者の島だけでなく、
デザイナーやカメラマンの島も、
ついでにデスクや編集長の席も空っぽだった。",,,
27,,,"とはいえ編集長は色々な雑誌を兼任してるから、
ここにいないのはいつものことだけど。",,,
29,28,麻理,"「カメラマン関係は大きな忘年会があるみたい。
…こんな日に飲み会入れるなんて
迷惑以外の何物でもないでしょうけどね」",,,
31,30,春希,「それで、麻理さんは…」,,,
33,32,麻理,"「…今から嫌味を言うつもりなら、
私もそれ相応の態度を取らせてもらうつもりだけど？」",,,
35,34,春希,"「…遅くまでお疲れ様です。
残ってくれてて助かりました」",,,
37,36,麻理,"「なら、よし。
…言っておくが誘いがなかった訳じゃないぞ？
ただ、仕事より魅力のあるイベントじゃなかっただけだ」",,,
39,38,春希,「はは…」,,,
40,,,"そんな俺のわざとらしい話のそらし方にも、
麻理さんきちんとノってきてくれた。
俺の<R瑕疵|かし>をそのまま放置しておいてくれた。",,,
41,,,"本当によかった。
この人がいて。",,,
42,,,…この人しかいなくて。,,,
44,43,麻理,"「ところで北原…
お前、それどうするつもりだ？」",,,
45,,,"と、麻理さんが俺の右手に提げられた、
赤と白で彩られた四角い紙箱に視線を向ける。",,,
46,,,"それはもちろん、今日の日にちなんだ、
今日の日にしか通用しない差し入れで。",,,
48,47,春希,"「どうしましょう？
４、５人は残ってると思ったから
買ってきたんですけど…」",,,
50,49,麻理,"「さすがに二人で
クリスマスケーキ丸ごと一個は無理だぞ。
週末にこんな賞味期限のヤバいもの持ってくるか普通…」",,,
52,51,春希,「その先の２４時間営業のスーパーで千円だったんですよ」,,,
54,53,麻理,"「あ～、確かに売ってたなぁ。
昼間はまだ二千円だったのに」",,,
56,55,春希,"「最近は叩き売るの早いんですね。
まだ明日の２５日だって立派にクリスマスなのに。
あ、もう今日になっちゃったか」",,,
58,57,麻理,「………」,,,
60,59,春希,"「イブでないともう価値がないんでしょうかね。
それとも単に賞味期限が切れかけてるだけ…」",,,
62,61,麻理,「………」,,,
64,63,春希,「…麻理さん？」,,,
66,65,麻理,「…嫌味か？」,,,
68,67,春希,「何がです？」,,,
70,69,麻理,"「２４を過ぎたらもう価値がないとか、
賞味期限切れとか…」",,,
72,71,春希,「………あ～」,,,
73,,,そういえば、誰かさんも確か２５オーバー…,,,
75,74,麻理,"「北原もそういう苔の生えた古い価値観に
囚われているというわけか。
がっかりだよ、私は…」",,,
77,76,春希,「最初に賞味期限の話をしたのは麻理さんの方じゃ…」,,,
79,78,麻理,"「自虐を素で同情されたり馬鹿にされたりすると、
普段より余計に傷つくんだぞ？
お前、そういう女の気持ちがわかって…」",,,
81,80,春希,「麻理さん、本気で気にしてます？」,,,
83,82,麻理,"「…ま、今のはネタだけど。
男にも結婚にも興味ないし」",,,
85,84,春希,"「両立するんじゃなかったんですか？
恋と仕事」",,,
87,86,麻理,"「あれは若手の話だ。
お前くらいの」",,,
89,88,春希,「麻理さん…やっぱり若手じゃないって自覚して…」,,,
91,90,麻理,"「北原…お前いい加減にしろよ？
いつの間に、私に対してそこまで遠慮がなくなった？」",,,
93,92,春希,"「麻理さんだから遠慮なく言えるんです。
焦ってる気配も焦る必要も全くないから」",,,
95,94,麻理,「…ふん、口先だけはもう立派なマスコミだな」,,,
97,96,春希,「ありがとうございます」,,,
99,98,麻理,「私は貶してるんだ」,,,
101,100,春希,「わかってます」,,,
103,102,麻理,"「………ケーキ切っておくから、
缶コーヒー買ってこい。ブラックでな」",,,
105,104,春希,「はい…」,,,
106,,,確かに自覚してる。,,,
107,,,"麻理さん相手だと、口先だけはよく回るって。
余計なことまで話して不興を買いまくるって。",,,
108,,,"…だから今、この場に麻理さんがいてくれたことを
神に感謝してる。",,,
109,,,俺は今、間違いなく無理して明るく振舞ってる。,,,
110,,,"けれど、麻理さんと二人きりだと、
ほんの少しだけ、その無理をする度合いが減ってくれる。
ほんの少しだけ、本当に明るくなれる。",,,
111,,,"９９％の演技の中に、
１％の素の自分を織り交ぜることができるから。",,,
113,112,春希,「お待たせしまし…？」,,,
115,114,麻理,「～♪」,,,
117,116,春希,「なに、してるんですか？」,,,
119,118,麻理,"「ん？
いや、ちょっと飾りがシンプルすぎたから。
せっかくのクリスマスケーキなのに」",,,
121,120,春希,「………」,,,
122,,,"編集部常備の紙皿の上に、
決して綺麗じゃない切り口で、
しかも大きさも揃っていないカットされたケーキが二つ。",,,
124,123,麻理,"「普通、サンタのキャンドルくらいはあるよなぁ。
あと、チョコレートのメッセージプレートに、
砂糖菓子の雪に、それから…」",,,
125,,,"そのケーキの地味さが物足りないらしく、
麻理さんはいつの間にか自分の趣味全開で
ケーキの上に飾り付けを始めていた。",,,
127,126,麻理,"「鈴木のおやつのクッキーを砕いて雪代わり。
メッセージプレートの代わりに名刺を添えて。
そしてサンタのキャンドルは…ほら！」",,,
129,128,春希,「麻理さん…」,,,
131,130,麻理,"「どうだ北原？
これでなんとか格好ついただろ？」",,,
