Id,NameId,Name,Text,Traslate,NameTranslate,Notes
2,1,かずさ,「………」,,,
4,3,雪菜,「………」,,,
6,5,かずさ,「っ…」,,,
8,7,雪菜,「………」,,,
10,9,かずさ,「ね」,,,
12,11,雪菜,「ん？」,,,
14,13,かずさ,「寒いんだけど」,,,
16,15,雪菜,「もうすぐ１２月だもんね」,,,
18,17,かずさ,"「あたしが言いたいのは
そういうことじゃなくて…」",,,
20,19,雪菜,「ここね…」,,,
22,21,かずさ,「人を呼び出しておいて、いつまで…」,,,
24,23,雪菜,「二人の音に、初めて触れた場所」,,,
26,25,かずさ,「………」,,,
28,27,雪菜,"「あの頃は、まだ風も暖かくて…
だから、春希くんと冬馬さんの重なり合った音も、
とっても暖かく聞こえてきた」",,,
30,29,かずさ,「…ああ、そう」,,,
32,31,雪菜,"「二人の奏でる音たちが、とっても心地良くて、
気づいたら、カラオケボックスの中にいるみたいで」",,,
34,33,かずさ,「…ちっとも誉められてるように思えない喩えだな」,,,
36,35,雪菜,"「気がついたら、一緒になって揺られてた。
…その後の顛末は、冬馬さんも知る通り」",,,
38,37,かずさ,「………」,,,
40,39,雪菜,「冬馬さん、わたしね…」,,,
42,41,かずさ,"「小木曽が北原の馬鹿に騙されて、
のこのこ同好会に入るから悪いんだぞ」",,,
44,43,雪菜,「え…？」,,,
46,45,かずさ,"「そしたらあたしだって、
あんなくだらないお遊びに付き合わされずに済んだ。
平穏無事な二学期が過ごせたのに」",,,
48,47,雪菜,「…嫌だった？」,,,
50,49,かずさ,"「ああ、心底嫌だった。
北原のしつこいこと。小木曽の手強いこと。
あたしの平和な日常を返せって言いたかった」",,,
52,51,雪菜,"「…そうだね。
わたしが同好会に入らなければよかったね」",,,
54,53,かずさ,"「本当に…
これだから世間を知らない箱入りは…」",,,
56,55,雪菜,"「そしたら冬馬さんは、ゆっくり、少しずつ、
春希くんとの絆を深めていくことができたのにね」",,,
58,57,かずさ,「…は？」,,,
60,59,雪菜,"「なのに、突然わたしみたいな部外者が入ってきて、
二人の間、引っかき回して、冬馬さんを挑発して、
勝手に二人にヤキモチやいて」",,,
62,61,かずさ,「えっと、色々と深い誤解があるみたいだけど…」,,,
64,63,雪菜,"「そんな勝手なことばかりしておいて、
勝手に春希くんのこと好きになっていって」",,,
66,65,かずさ,"「その中でも最大のものは、
小木曽の男を見る目のなさというか…」",,,
68,67,雪菜,"「他人にどう言われたっていい。
わたしの価値観を理解してもらうつもりもないし、
人に言われたくらいで揺らぐような恋はしてないから」",,,
70,69,かずさ,"「二人揃って、思い込みの激しさはそっくりだな。
…ある意味、お似合いかも」",,,
72,71,雪菜,"「でもさ…
冬馬さんとだけは、価値観を共有してるって信じてる」",,,
74,73,かずさ,「人の話を聞かないところもな」,,,
76,75,雪菜,"「無駄だよ。
これも、あなたがどれだけ否定しても改める気ないから」",,,
78,77,かずさ,"「まいったな…
あいつのどこがいいんだ？」",,,
80,79,雪菜,"「じゃあ冬馬さんは、
北原くんのどこが気に入らないって言うの？」",,,
82,81,かずさ,"「そうだな…細かくて、いい加減で、
成績が良くて、馬鹿で、小器用で、不器用なところとか」",,,
84,83,雪菜,「…矛盾してるみたいに見えて、見事に調和してるね」,,,
86,85,かずさ,"「しつこくて、ウザくて、価値観の押しつけばかりで、
強引で、独りよがりで、やせ我慢の偽善者なところとか」",,,
88,87,雪菜,"「…そこがいいんだよね？
冬馬さんも、わたしもさ」",,,
90,89,かずさ,"「…話にならないな。
ま、一月の恋が冷めないことを祈ってる」",,,
92,91,雪菜,「本当に、いいの？」,,,
94,93,かずさ,「だから、何が」,,,
96,95,雪菜,"「わたし…春希くん取っちゃったんだよ？
冬馬さんのものじゃ、なくしちゃったんだよ？」",,,
98,97,かずさ,"「いい加減、勘違いも度を超すと痛いぞ？
これは友人からの忠告だ」",,,
100,99,雪菜,「冬馬さん…」,,,
102,101,かずさ,"「いいも何も、北原と小木曽の結論だ。
『他人にどう言われたっていい』って、
さっき宣言したばかりだろ？」",,,
104,103,雪菜,「冬馬さんは他人とは違うでしょ…」,,,
106,105,かずさ,"「じゃあ、もう一度友人として言ってやる。
…小木曽に北原なんて似合わない」",,,
108,107,雪菜,「………」,,,
110,109,かずさ,"「けど小木曽の悪趣味を満たすにはしょうがないだろ。
ああいうのがいいって言い張ったきり、
全然人の話聞かないんだから」",,,
112,111,雪菜,「じゃあ…冬馬かずさ個人の立場としては？」,,,
114,113,かずさ,"「二人して、なんでそんなに勘違いが激しいんだ。
ほんっとにお似合いだ、お前ら」",,,
116,115,雪菜,"「だって、だって…
わたし、知ってたんだ。
ずっと、知ってたんだよ」",,,
118,117,かずさ,"「何を知ってたのか知らないけど、
もう一度言うぞ」",,,
120,119,かずさ,"「あたしは、あたしの友達二人の約束を認める。
それと、あとがめんどくさいから祝福してやる」",,,
122,121,雪菜,「………」,,,
124,123,かずさ,"「…小木曽が現れてから、
あたしのペース、乱されっぱなしだよ。
もう、北原なんてどうだってよくなってきた」",,,
126,125,雪菜,「そんなの嘘だよね…？」,,,
128,127,かずさ,"「今は、どっちかって言うと、
小木曽の方が面白い奴だって思うようになってきた。
…だから、いんじゃない？」",,,
130,129,雪菜,"「冬馬さん！　わたし、知ってたんだってば！
冬馬さんが、あのとき…っ」",,,
132,131,かずさ,"「違う、雪菜。
…“かずさ”だ」",,,
134,133,雪菜,「………え」,,,
136,135,かずさ,"「それとも…
あれって、期間限定かな？」",,,
139,138,雪菜,『わたしのことは、雪菜でいいよ』,,,
142,141,かずさ,"「雪菜みたいな勘違い馬鹿、あたし、嫌いじゃないよ。
…女のコだったら可愛げあるもんな」",,,
144,143,雪菜,「………」,,,
146,145,かずさ,"「だから、この話はおしまいだ。
…北原ごときに心配されるのもむかつく。
今まで通り…全部、今まで通りにしてやるよ」",,,
148,147,雪菜,「………っ」,,,
150,149,かずさ,"「あ…一つだけ違ったっけ。\k
",,,
151,,,どうかな…雪菜？」,,,
153,152,雪菜,「………かずさぁ」,,,
155,154,かずさ,"「………一人くらいにはそう呼ばれるのもいいな。
ここに来て以来、三年目で初めてだ」",,,
157,156,雪菜,「っ…ぅ、ぅぅ…ふぇぇぇぇ…っ」,,,
159,158,かずさ,"「っ…って、
いきなり馴れ馴れし過ぎるのも考え物だけどな」",,,
161,160,雪菜,"「ぃぅっ、ぅ…ふぁ、ぅぁぁ…
わ、わたし、わたしね、わたし…」",,,
163,162,かずさ,"「男と付き合うくらいで泣くな。
…まぁ、男のいないあたしが言っても説得力ないけど」",,,
165,164,雪菜,"「かずさが…さぁ…っ、
かずさが男の子だったらよかったのになぁっ」",,,
167,166,かずさ,「そしたら…どうなってたんだろうな」,,,
169,168,雪菜,"「そしたら…そしたらね…っ、
きっとわたし、かずさも春希くんも好きになっちゃって、
やっぱり酷い女の子になってたって思う」",,,
171,170,かずさ,「…それもまた嫌な修羅場だなぁ」,,,
0,,,,,,
137,,,sepia.AMP,,,
140,,,,,,
172,,,CATCH,,,
173,,,1010,,,
174,,,,,,
