Id,NameId,Name,Text,Traslate,NameTranslate,Notes
5,4,千晶,"「春希さぁ、月曜ゼミに来なかったよね？
あたしずっと待ってたのに」",,,
7,6,春希,"「和泉は火曜ゼミに来なかったな。
俺ずっと待ってたのに」",,,
9,8,千晶,"「二日も待ちぼうけなんて、切ないじゃん？
先輩たちに春希の女やってるみたいに思われても、
そっちに迷惑がかかるだろうしさぁ」",,,
11,10,春希,"「そうだな、月曜にサボったのは俺が悪かった。
確かにそのことは謝る」",,,
13,12,千晶,"「ま、お互いすれ違いを重ねても、
こうしてやっと水曜に巡り会えたんだから、
めでたしめでたし、と…」",,,
15,14,春希,"「で、月曜のこと先輩たちに聞いて回ったけど、
お前、俺が来てないこと電話で確認しただけで、
実際には顔出さなかったんだってな」",,,
17,16,千晶,「ぬぉ…」,,,
19,18,春希,"「今週ゼミに来たのは
今日が初めてだというのが全員の統一見解だ。
何か申し開きは？」",,,
21,20,千晶,「…電話かけただけでも乙女っぽくない？」,,,
23,22,春希,"「お前、本当は水曜しか来ないつもりだろ？
そうなんだろ？」",,,
25,24,千晶,「春希、粘着だよ…」,,,
26,,,水曜日。,,,
27,,,"俺と和泉の勉強会もとうとう三回目を迎え、
そろそろ夕飯のレパートリーが尽きつつある。",,,
28,,,"一回目がカレー、二回目がカレーだったから、
三回目は思い切って激辛カレーにしようかと悩む昨今だ。",,,
29,,,"…こいつなら大喜びでおかわりしそうなのが
ネタとしては面白味に欠けるけどな。",,,
31,30,春希,"「レポートはあと２回くらいで終わりそうだから、
進級はなんとかなりそうだけど…
和泉、お前四年になったらどうするつもりなんだよ？」",,,
32,,,"なんて、和泉に関しては数時間先の未来よりも、
一年後の未来の方がよっぽど心配だったりする。",,,
34,33,千晶,「………」,,,
36,35,春希,"「他の連中はもうとっくに
卒論のネタ探しとかやってるのに………何だよ？」",,,
37,,,"けど、そんな俺の真摯な心配をよそに、
和泉の方は、なにを考えてるかわからない
ぼけっとした表情で、俺の顔を見つめていた。",,,
39,38,千晶,"「春希さぁ…
思ったよりも、ほんの少し元気だね？」",,,
