Id,NameId,Name,Text,Traslate,NameTranslate,Notes
5,4,曜子,「かずさ…時間」,,,
7,6,かずさ,「ん…」,,,
9,8,曜子,「どう？　緊張してる？」,,,
11,10,かずさ,"「まさか。
いつもとおんなじだ」",,,
13,12,曜子,「そう…」,,,
15,14,かずさ,"「…いや、少しだけ違うな。
失敗するイメージがまるで湧いてこない」",,,
17,16,曜子,「………」,,,
19,18,かずさ,「今日で、あんたのこと超えちゃうかもね」,,,
21,20,曜子,「それはわたしとしては大歓迎」,,,
23,22,かずさ,"「…なんてのは冗談だけど、
そのくらい落ち着いてる」",,,
25,24,曜子,"「なら、そのまま最後まで駆け抜けなさい。
途中で雑念に囚われたりしないようにね」",,,
27,26,かずさ,"「わかってる。
じゃあ…行ってくる」",,,
29,28,曜子,<F16「………なるべくなら客席は見ないようにね」>,,,
30,,,………,,,
31,,,……,,,
32,,,…,,,
0,,,,,,
1,,,B990000.tga,,,
2,,,,,,
3,,,bak,,,
33,,,,,,
