Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
5,4,春希,「ん…」,,,
7,6,春希,「…八時ぃ？」,,,
8,,,"携帯の時計には、
確かにそんな時間が刻まれていた。",,,
9,,,"麻理さんに居残りを叱られつつ、
麻理さんの回してきた膨大な量の調べ物を必死でこなし、
やっぱり矛盾を感じつつ家に辿り着いたのが確か６時。",,,
10,,,今日は日曜日。,,,
11,,,"一週間のうちで唯一、
自由な時間を持て余してしまう、忌むべき日。",,,
12,,,"だから昨夜は意識を失う直前まで働き、
なんとか夢も見ずに済むくらい、
深い眠りに落ちたところだったのに…",,,
14,13,春希,「はぁい…北原…」,,,
15,,,"そんな俺の『何も考える必要のない休日』を
踏みにじってくれたのは、
市内で、だけど見たことのない電話番号の…",,,
17,16,？？？,"<F16「やぁ…北原君かぃ？
><F16元気にやってるかなぁぁぁ…？」>",,,
19,18,春希,「………そちらこそ大丈夫ですか？」,,,
20,,,"寝起きの俺よりも弱々しい、
大人の男性の声だった。",,,
22,21,佐藤,"「や～助かりました北原さん。
ほんと大変だったんすよ。
先月でバイトが軒並み辞めたところに店長までも…」",,,
24,23,春希,"「腰やっちゃったんだって？
ま、あの歳じゃなぁ」",,,
26,25,佐藤,"「そうなんすよ。
年内に復帰できるかも怪しいところで。
もうどうしようかって思ってたところで…」",,,
27,,,グッディーズ南末次店。,,,
28,,,"南末次駅から徒歩１０分のところにある
ファミリーレストラン。",,,
29,,,"ついでに言えば、
峰城大からも徒歩１０分のところにあるので、
来客の３割くらいはウチや付属の学生で占められている。",,,
30,,,…のはいいんだけど。,,,
32,31,春希,"「そこであからさまにほっとされても困る。
俺、今日一日だけのヘルプって約束なんだから」",,,
34,33,佐藤,"「えええええ～！　そんな馬鹿な！？
そんなこと言ったら明日からどうやって
回していけばいいんすか？」",,,
36,35,春希,"「半年前に辞めた人間に頼るなよ…
お前、チーフになってもう二年だろ」",,,
37,,,"店長用の椅子に、心地悪そうに腰掛けているのは、
この店のキッチンチーフの佐藤。",,,
39,38,佐藤,"「そんなこと言われてもっすねぇ…
北原さん辞めちゃったときも大変だったんすよ。
人を３人増やしても追いつかなくなっちゃって」",,,
40,,,"店長を除けば最古参で、しかも俺より二つ年上なのに、
何故か俺に敬語を使う、少しばかり弱腰な幹部候補。",,,
42,41,春希,"「全部マニュアルにして残したよな。
俺の見込みだと４人いれば回るはずだったんだけど？」",,,
43,,,"まぁ、俺がタメ口をきくようになったのと、
どっちが先かと問われると記憶にないけど…",,,
45,44,佐藤,"「やっぱビシッと言う人がいないと駄目なんすよねぇ。
北原さんいないと途端にみんなだらけちゃって」",,,
46,,,"決して使えない人じゃないんだけど、
確かに一人で店を回すとなると、
どうしても不安がつきまとう。",,,
48,47,春希,"「じゃあビシッと言えよ。
準社員なんだろ？　正式採用目指してるんだろ？」",,,
50,49,佐藤,"「そんなの俺に言える訳ないじゃないっすか…
大体、店長だって何も言わない人なんですから」",,,
51,,,…特にこういう会話をしてる時なんかは痛切に感じる。,,,
52,,,………,,,
53,,,"俺がこの店でバイトをしていたのは、
二年の始めから三年の春先にかけての一年ちょい。",,,
54,,,"今まで入れていたバイトに慣れてしまい、
いくら働いても倒れる限界まで疲れなくなったから、
いつ入っても回っていなさそうなこの店に移った。",,,
55,,,"それでも結局、ちょっと込み入った事情のせいで、
ここも半年前に辞めていたけれど。",,,
57,56,男子店員１,「ちぃ～す…北原さんっ！？」,,,
59,58,春希,"「あ、本田、久しぶり。
俺、今日一日だけ…」",,,
61,60,男子店員１,"「やべ、すいません、５分遅刻しましたっ！
急いで仕度してきます！」",,,
63,62,春希,「え、いや、別に…」,,,
65,64,佐藤,「………」,,,
67,66,春希,「あ…」,,,
68,,,"彼は確か、一年くらい前からここでバイトしてた、
ウチの大学の二年生…",,,
69,,,"少し時間やシフトにルーズなところがあって、
一度『穏便に』話し合ったことがあったんだけど…",,,
71,70,佐藤,「俺には絶対あんな態度取らないんすよあいつ…」,,,
73,72,春希,"「知らないってそんなこと！
今日だけって店長との約束なんだってば！」",,,
75,74,佐藤,「ま、実は俺もそういう話聞いてますけどね」,,,
77,76,春希,「…だったらわざわざ脅かさないでくれ」,,,
79,78,佐藤,"「いや～、北原さんが戻るっていうから、
どうしても期待しちゃって。
見るに見かねて毎日来てくれるんじゃないかって…」",,,
81,80,春希,「…俺もうすぐ就職活動なんだよ？」,,,
83,82,佐藤,"「わかってますって。
実は、今日から一人新人が来るんすよ。
その子を一日で使えるようにして欲しくって」",,,
85,84,春希,"「ああ、そういうことか…
本当に誰も空きがいないんだな」",,,
87,86,佐藤,"「日曜なのに５人ギリギリなんですよ。
とても新人に構ってる時間がなくて…」",,,
89,88,女子店員１,"「おはようございま～す…わ、ホントに北原さんだ。
お帰りなさ～い」",,,
91,90,春希,「中川さん…ご無沙汰」,,,
93,92,女子店員１,"「助かり～。
店長倒れたって聞いて、
もうダメだと思ってたんだよこの店～」",,,
95,94,佐藤,「…ごめんねホールチーフ」,,,
97,96,春希,「いや、俺単なる臨時教育係で今日だけ…」,,,
99,98,女子店員１,"「大丈夫大丈夫。ど～せすぐに改革始めちゃうって。
…あ、でも新人のコだけには優しくしてあげてね？
今一人でも欠けるとホントにやばいから～」",,,
101,100,春希,"「中川さん残ってたんだ。
…少しは希望が持てた」",,,
103,102,佐藤,"「バイトの女の子はね、
みんな彼女の言うことしか聞かないんすよ…」",,,
104,,,"彼女は、俺が辞める三か月前に入ってきた、
俺より一つ下の専門学校生。",,,
105,,,"佐藤には失礼だけど、
店長を除けばこの店で一番使えるスタッフで、
俺の恐怖政治の一番の理解者だった記憶がある。",,,
106,,,"そして、何よりも彼女が好ましかったのは、
完全に俺のことを職場の仲間として、
割り切って接してくれていたことで…",,,
108,107,春希,"「そういえば…
谷口さんは？」",,,
110,109,佐藤,"「あ～、北原さんがいなくなった後、
一週間もしないうちに辞めちゃったっすけど」",,,
112,111,春希,「そう…」,,,
114,113,佐藤,"「彼女目当てのお客さんも多かったし、
結構ダメージでかかったんすけどね。
何も言わずにいきなり来なくなっちゃうんだもんなぁ」",,,
116,115,春希,「………」,,,
117,,,"済まない…佐藤。
それはきっと、色々と『込み入った事情』のせいだと思う。",,,
119,118,佐藤,"「さてと、そろそろ開店一時間前ですね。
新人のコも一時間前に来てますんで紹介しますね」",,,
121,120,春希,"「へぇ、初日なのに早いね。
いい心がけだ」",,,
123,122,佐藤,"「俺が面接したんすけどね。
すっごい真面目なコですよ。
いきなり３０分くらい質問攻めだったし」",,,
125,124,春希,「そりゃ感心」,,,
127,126,佐藤,"「ほんと、もしかしたら
北原さんの妹かと思ったくらいっすよ」",,,
129,128,春希,「…いや、何てコメントすればいいんだ、それ？」,,,
131,130,佐藤,"「峰城付属の３年だから…
妹じゃないけど、北原さんの後輩っすね」",,,
133,132,春希,「……ここのバイトなんてほとんどウチの関係だし」,,,
135,134,佐藤,"「名前は確か…杉…杉…杉村？
ええと、なんか違ったような…」",,,
137,136,春希,「………まさかな」,,,
138,,,………,,,
139,,,グッディーズ南末次店。,,,
140,,,"南末次駅から徒歩１０分のところにある
ファミリーレストラン。",,,
141,,,"ついでに言えば、
峰城大からも徒歩１０分のところにあるので、
来客の３割くらいはウチや付属の学生で占められている。",,,
142,,,"そしてもう一つ、
峰城大からも徒歩１０分のところにあるので、
アルバイトの過半数は、ウチや付属の学生で…",,,
144,143,春希,「………」,,,
146,145,小春,「………」,,,
147,,,ああ…,,,
148,,,なんてこった。,,,
150,149,春希,"「おい佐藤！
これは一体どういう事なんだ！？」",,,
152,151,小春,"「チーフさん！
どうなってるんですかこれは！？」",,,
154,153,佐藤,"「全然状況が理解できない上に、
どうして二人とも俺に怒るんすか…？」",,,
155,,,なんて嫌すぎる運命だ…,,,
156,,,………,,,
158,157,中川,"「お待たせしました。
チーズハンバーグセットと、ミックスピザでございます。
…鉄板熱くなっておりますのでお気をつけください」",,,
160,159,本田,「トマトスパゲティとカルボナーラ上がりました～」,,,
162,161,女子店員２,"「ご注文繰り返させていただきます。クラブハウスサンド、
ビーフカレー、ドリンクバー２つですね？
ドリンクバーあちらにございます」",,,
164,163,男子店員２,"「ありがとうございます。
お会計２５８０円になります。
…はい、５０００円お預かりします」",,,
166,165,佐藤,"「ドリンクバー、アイスコーヒー補充して。
あと氷も！」",,,
168,167,小春,「………」,,,
170,169,春希,"「例えば、半熟オムライスだったらこのボタン。
２個なら…」",,,
172,171,小春,「………」,,,
173,,,"フロアもキッチンも、
さながら戦場の様相を呈する、
ランチタイムの後半戦。",,,
175,174,春希,"「で、注文が確定したらこのボタンを押して…
で、最後に送信ボタン」",,,
177,176,小春,「………」,,,
178,,,"俺と新しいバイト…こと、
峰城大付属３年杉浦小春は、
皆の邪魔にならないよう、フロアの隅に佇んでいた。",,,
180,179,春希,"「こうすると注文内容はキッチンに転送されるから、
もう次のお客様の対応に向かって問題ない」",,,
182,181,小春,「………」,,,
