Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
4,,,『Ｒｅ：ごめんなさい』,,,
5,,,"『へぇ、孝宏君、入試受けるんだ。
てっきり推薦かと思ってたけど、頑張るなぁ』",,,
6,,,"『どこ受けるって？　国立狙い？
それとも地方の大学とか？』",,,
7,,,『何にせよ、頑張ってって伝えて』,,,
8,,,"『俺たちは大学受験に関してはサボったから、
適切な助言は与えられないけど、
一発で受かるといいな』",,,
9,,,"『というわけで、昨日の件は気にしなくてもいいから。
そんな大事な用を優先するのは当たり前だし』",,,
10,,,"『けれど、やっぱり日を改めて話がしたい。
それも、なるべく早いうちに』",,,
11,,,"『今週のどこかで、改めて時間を作って欲しい。
こっちは水曜以外は午後５時以降は空いてる』",,,
12,,,"『できれば今日か明日。
５時以降でどうかな？』",,,
13,,,『また、返事待ってるから』,,,
14,,,………,,,
15,,,『ふたたびごめんなさい』,,,
16,,,"『どこ受けるって…それがね、傑作なの。
なんと峰城大の政経学部』",,,
17,,,"『あの子、遊びすぎて推薦枠からこぼれ落ちちゃったの。
二学期の中間なんか、後ろから数えて１００番以内。
これでクラス委員長なんだよ？』",,,
18,,,"『しかも、だったら違う大学も受ければいいのに、
今になって峰城大にしか行きたくないなんて駄々こねて…
お父さんたちも、今年は諦めるかってため息ついてる』",,,
19,,,"『本人が言うには、クラス行事とかで忙しくて、
勉強やってる暇なんかなかったんだって。
まぁ、確かに学園祭とかでも凄く頑張ってたみたい』",,,
20,,,"『でもわたしが、三年前、やっぱり学園祭もクラス行事も
一生懸命やって、それでもトップで卒業した人知ってるよ
って言ったら黙っちゃった』",,,
21,,,『…何かありますか？　トップで卒業した人』,,,
22,,,"『そんなわけで、ウチのキリギリスな弟に、
何か言ってあげてください。
できればいつもの説教がいいな』",,,
23,,,『あ…それと』,,,
24,,,"『ごめんなさい。
昨日から携帯の電源切れてたの気づかなかった。
このメールを見たのが３０分前…火曜の２３時でした』",,,
25,,,"『もう、今日か明日、過ぎちゃったね。
わたしのうっかりのせいで、返事できなくてすいません』",,,
26,,,"『また、日を改めさせてください。
それじゃ、おやすみなさい』",,,
27,,,………,,,
28,,,『Ｒｅ：ふたたびごめんなさい』,,,
29,,,『あ、いや…とりあえず頑張って、と』,,,
30,,,"『俺だって、学園祭後の期末はボロボロだったよ。
今までの蓄積があったから勘違いされてるけど』",,,
31,,,"『だから孝宏君の境遇わかるけどな。
クラス委員って何かと頼られること多くて、
いい加減、誰か代わってくれよと思うこともあったっけ』",,,
32,,,『それで、リスケの件だけど』,,,
33,,,"『木曜も金曜も、５時以降なら空いてる。
遅くなる方は何時でも構わない』",,,
34,,,"『金曜なら午前中も空けられる。
大学で合流して、どこかファミレスとかで話すのでも
全然ＯＫだから』",,,
35,,,"『ほんの少しの時間でもいい。
とにかく会いたいんだ。
それで、直接話をしたい』",,,
36,,,"『我が侭を言って悪いと思ってる。
でも、早めに連絡をください』",,,
37,,,………,,,
38,,,『Ｒｅ：Ｒｅ：ふたたびごめんなさい』,,,
39,,,『現在、午前１時３０分』,,,
