Id,NameId,Name,Text,Traslate,NameTranslate,Notes
4,,,"第二章　夏\k

　八月も中旬に差しかかり、高校野球もベスト８が出揃った頃…\k
　かずさは日々、クソッタレな夏休みを過ごしていた。\k
",,,
5,,,"　休み前に考えていた一人旅の計画も、結局『めんどくさい』と数秒で廃案になり、今はやりたいこともやらなくてはならないこともなく、冬馬家の広すぎるリビングに独り寝転がり、冷房効率の悪いエアコンをフルパワーでかけ放題にして、適当な時間に眠って適当な時間に起きての怠惰な生活を繰り返している。\k
　あの、多分倹約家の委員長がこの生活態度と今月の電気代を見たら何と言うだろうと、そんな馬鹿げた妄想までも割り込めるほど、心の底から何も考えることのない日々だった。\k
　二年前までは、夏休みだろうと平日だろうと一日十時間、毎日休まず続けていたピアノの練習も、今となっては週二回、たったの三、四時間程度にまで規模を縮小しており、とても二十四時間ある自由時間を潰せるレベルではなくなっていた。",,,
6,,,"　それでも七月中はそこそこやることもあった。\k
　今年の夏休み“も”何もすることがないと早くから見切っていたかずさは、せっかくだから運転免許でも取得しようかと、夏休みの初日から自動車学校に通い始めた。\k
　最初の予定では順調に行っても一月以上は通う必要があり、本当なら今ごろは路上教習で忙しい日々を過ごしているはず…だったけれど、冬馬かずさという人間は、やっぱり
『学校』と名がつくところとはとことん相性が悪いらしかった。\k
　もともと生来のセンスの良さを持つ彼女は、ほとんどの人がクリアできる自動車教習など朝飯前にも程があり、毎回の実習も必ず一発でクリアして、余った時間はさっさと車を降りてしまっていた。\k
　そんな横暴生徒の身勝手も、専属で担当となった女性教習員の人当たりのよさ…というか気の弱さもあり、しばらくは見過ごされることになる。\k
　そして第三段階に入って間もないある日、担当の女性教習員が風邪で数日間ダウンしてしまっていたことが、かずさの夏休みの歯車を狂わせていく。",,,
7,,,"　代理で就いた中年男性の教習員は、かずさが課題をあっという間にクリアしても、何度も反復練習を要求し、教習時間を残して車を降りることを許さなかった。\k
　それ自体はどちらかと言うとルール通りで、生徒側に文句を言う筋合いはなかったけれど、それ以外の何もかもが次々とかずさの癇に障っていった。\k
　運転に問題ないはずなのに何かと難癖をつけてくるその態度。こちらの受け答えの悪さをいちいちあげつらうその口調。そして何よりも我慢できなかったのが、肩や腰や手をやたらと触ってくるその手つき…\k
　その全ての要素がどこかの学年主任を思わせて、三度目の教習のとき、かずさは残り十分のところでさっさと車を降りてしまった。\k
　後には助手席でどこかを押さえて悶絶している教習員がいたとかいないとか…はさておき、当然のことながら修了印はもらえず、そしてかずさが二度とその教習所に通うこともなかった。",,,
8,,,"　それでも今、かずさの手元にはちゃんと真新しい運転免許証がある。\k
　…その一週間後、自主練習と自主学習で一発合格してしまったから。\k
　実技はともかく、学科で最初から九十点を取ったことをあの教えたがりの委員長が知ったら何と言うだろうと、その時もそんなありえない妄想で少しばかり溜飲を下げた。\k
　かずさは知っていた。\k
　自分は、やる気になりさえすれば何でもできると。\k
　ただ、母に見捨てられたピアノ以外は。\k

",,,
9,,,"「そろそろ…行くかぁ」\k
　壁に掛けられた時計が三時を差したのを見ると、かずさはだだっ広いリビングの床から起き上がり、部屋着を脱ぎ始める。\k
　腰まである長い黒髪が一度巻き上げられ、服が頭から抜けた瞬間、さらさらと裸の背中に流れ落ちる。",,,
10,,,"　ブラもつけていない豊かな胸が弾けんばかりに飛び出し、細身の身体とのちょっとしたアンバランスさが絶妙のバランスを醸し出す。\k
　それから、その裸体をぴんと伸ばしたまま部屋の隅に歩いていき、リビングに畳んで置かれていた衣類の中から下着を取り出し無造作に着けていく。\k
　もちろんそれはかずさが用意した訳ではなく、週に二度来てくれるヘルパーが洗濯してくれたもの。\k
　続いて、同じくヘルパーが壁に掛けておいてくれたクリーニング済みの制服をハンガーごと手に取ると、これまた無造作に身体を覆っていく。\k
「…暑そ」\k
　あらかた着替えも終わった頃、かずさは陽の照りつける窓の外を見上げて少し眩しそうに目を細める。\k
　確かに外は暑そうで、実際に三十五度を超えていると天気予報では言っていた。",,,
11,,,"　そんな猛暑の中、ちゃんと校則に従い制服に着替え、行っても出席もつけてくれない夏休み中の学園に、かずさは今から向かうつもりだった。\k
　それは明らかに、彼女にとって面倒で、無駄で、疲れる行為であるのは間違いなかったのに…\k
「めんどくさ」\k
　しかもそのことを口に出してまで愚痴っているのに、かずさは惰眠を貪っていた今までよりも、ほんの少しだけ機嫌が良さそうだった。\k
　なぜなら、今日が火曜日だったから。\k
　それに、いつもよりほんの少しだけ、いいことがあったから。",,,
12,,,"　夏休み中の校内は、静まり返るでもなく騒がしくもない、そんな中途半端な喧騒に包まれていた。\k
　校庭では、部活に励む運動部員たちがそろそろ流し気味に疲れた声を張り上げ、逆に校舎の方からは、少し気温が落ちてきたこれからが本番とばかりに、熱の入った音が響いてきていた。\k
　生まれてこの方、運動部とは縁のないかずさは当然のようにさっさと校舎の中に逃げ込むと、歩きなれた階段を三階へと上っていく。\k
",,,
13,,,"　そして三階に辿り着くと、特別教室の並ぶ西側へと廊下を進み、その一番奥の教室…第二音楽室を目指す。\k
　せっかくの防音装置も窓を全開にしていれば意味はなく、一つ手前の第一音楽室からは、今日はギターとベースとドラムが耳に痛いくらいに響いてくる。",,,
14,,,"　けれどかずさはその大音響にも反応することなく、周囲を用心深く見回し廊下に自分以外誰もいないことを確認すると、第二音楽室の鍵を開け素早く中に滑り込む。\k
",,,
15,,,"　一連の流れるような動作はそれに留まらず、今度はすぐに錠を掛け、昼間にもかかわらずカーテンで締めきられ薄暗い部屋の電気をつける。\k
　『第二音楽室の主』の正体は、今までずっと、こうして隠匿されていた。\k

　締め切られていた教室内はいつも通りあまりにも蒸し暑く、ほんの数秒で全身の毛穴が一気に開くような感覚に襲われる。\k
　かずさはエアコンのリモコンを手に取ると、家と同様、電気代やエコのことなど何も考えずに風力を最大に、設定温度を最低にしてスイッチを入れる。\k
　そこからようやく、本来のお目当てのはずのピアノの前に座る。\k
　コンクールの時にやるように、お尻を突き出すように深く椅子に静め、ぴんと背筋を伸ばす。",,,
16,,,"　けれど、すぐには弾き出したりしなかった。\k
　鍵盤の上に指を置き、じっと虚空を見つめ、隣の教室の演奏に耳を傾ける。\k
　別に精神を集中させている訳でも、汗が引くのを待っている訳でもない。\k
　待っているのは別のもの。\k
　隣のバンドの練習が終わるはずの午後五時。\k

　力が入りすぎていて他の音を殺し気味なドラム。\k
　地味ながらいつも安定した音を出すベース。\k
　ちょっとナルシスト気味なギター。\k
　経験の浅そうなキーボード。\k
　そして今日はいないけど、やっぱりいつも休みがちな女性ボーカル。\k
　多分、軽音楽部か、有志が集まって結成したバンド。\k
　文化系の祭典である秋の峰城大付属祭のステージに上がるため、こうして夏休みの間も練習に明け暮れているに違いない。",,,
17,,,"　とはいえかずさがいつまで経っても弾き出さないのは、彼らの邪魔をしないためでも、彼らの音を堪能するためでもない。\k
　そもそも、この程度の演奏を聴くのはかずさの耳にとっては時間の無駄だった。\k
　つまり、かずさが弾き出さないのは…\k
　家にだって立派なピアノがあるのに、この暑いさなか、わざわざ電車を使ってまでこの場所へとやって来たのは…\k
　要するに、もっと酷い時間の無駄を満喫するためだった。\k

",,,
18,,,"　教室の時計が五時を指してから数分で、予想通り隣の演奏が止まった。\k
「さて、と」\k
　と、その終わりの余韻に被せるように、かずさのピアノが静かに始まる。\k
",,,
19,,,"　最初は試運転も兼ねて小さく、遅く。\k
　隣の彼らにも、校庭の運動部員たちにも、しばらく前から鳴っていたんだと、ただバンドの音にかき消されていたんだと誤解させるくらいにさり気なく。",,,
20,,,"　かずさは知っていた。\k
　火曜と木曜の午後が、彼らの練習時間であることを。\k
　軽音楽部か、有志が集まって結成したバンド。\k
　そこそこの腕のメンバーが集まって、三時から五時まで二時間の練習をして、適当に後片づけをして、教室を出て行くのが五時半くらい。\k
　そして、それからは…\k
「………へたくそ」\k

　ピアノの音色の間隙を縫って『天国への階段』のギターソロが風に乗って流れてきた。\k

　そう、かずさは知っていた。\k
　というか、最近になって法則性を割り出した。\k
　火曜と木曜の午後…\k
　彼らの練習が終わったあとに、例の『ギター君』の練習が始まることを。",,,
21,,,"　この音の主は多分、あのバンドのメンバーなのだろう。\k
　けれど全体練習の中に、こんな音色は混じっていない。\k
　バンドの中のギターは、ほんの少し陶酔気味だけど、それでも割とまともに聴けるレベルに仕上がっていて、少なくともこのギターとは格が違う。\k
　つまりこの『ギター君』は、きっとあのバンドの中ではセカンドギターで、補欠で、使い走りで、便利屋なのだろう。\k
　そして周りとの実力差を埋めるため、こうして他のメンバーが帰った後に居残って個人練習に勤しんでいる。\k
　地道で、真面目で、謙虚で、努力家で…\k
　だからかずさは、このヘタクソな音の主を『ギター君』と名付け、ひそかに好感…は、やっぱり意地でも持ちたくなかった。\k
　そういう『頑張ることが美徳』みたいな態度が何故か激烈に気に入らなかったから。\k
　かずさは、何事も結果が全てだと信じている。",,,
22,,,"　それが努力の上にやっと辿り着いたものでも、才能の上にあぐらをかいて知らないうちにそうなっていたものでも関係ない。\k
　関係なく、努力したのに届かなかったものよりも遥かに価値があると。\k

　ギターの音色が『精霊流し』に変わった。\k

　だからかずさは、今のヘタクソなこの音に何の価値も見出していない。\k
　ただ、この絶妙な微妙さ加減が心地良いだけ。\k
　自らの優越感が満たされるのが気持ちいいだけ。\k
　嫌いじゃない、だけ…\k
「あ～あ…」\k
　ギターの音が外れていくのにため息をつきつつ、自分のピアノはつかず離れず引きずられず、リズムも音も常に正確に刻んでいく。",,,
23,,,"　ギターの音色を聴くだけ。\k
　勝手にピアノを弾くだけ。\k
　相手が隣の教室にいながら、お互い何の接点も持たない。\k

　ギターの音色が、これなら弾けるぞとばかりに『ホワイトアルバム』に変わった。\k

　かずさは、隣の『ギター君』のことをこれ以上知る気はなかった。\k
　だって、同級生とさえ接点が持てない自分が、見ず知らずの相手と会話なんか成立するわけがない。\k
　もし顔を合わせてしまったら、来週からこの音が届かなくなってしまうかもしれない。\k
　だから今まで通り第二音楽室を締め切り、エアコンを全開にして、けれど窓を開けるという冷房効率と防音効率の悪い環境でただピアノを弾き続け、ただ、ヘタクソなギターを聴き続ける。",,,
