Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
2,1,春希,「いてぇっ！？」,,,
3,,,"で、俺が次に感じたのは、
頬への、ちょっと硬い衝撃。",,,
5,4,かずさ,"「絶対に寝ないとはよく言った。
たった３０分も我慢できないじゃないかお前」",,,
7,6,春希,「あ、あ、あれぇ？」,,,
8,,,"気がついたら…という時点で致命的なんだけど、
窓の外の風景が、見慣れたものに変わっていた。",,,
10,9,かずさ,"「着いたぞ。
雪菜の家」",,,
12,11,春希,"「あ、あ、ああ…
お、おい雪菜、起きろ」",,,
14,13,雪菜,「ん…んぅ？」,,,
15,,,"約束を破ってしまった気まずさと、
約束を破る前に交わしていた会話の気恥ずかしさで、
必要以上にばたばたしてしまう。",,,
16,,,"冬馬は、俺を起こした後は、
我関せずと言った趣で、トランクを開け、
そっぽを向いていた。",,,
18,17,春希,"「荷物、これで全部か？
お土産の袋、間違えてないよな？」",,,
20,19,雪菜,"「ん、大丈夫だよ。
…かずさ、お土産買ってなかったし」",,,
22,21,春希,「…そうか」,,,
23,,,"トランクから、二つの鞄と三つの紙袋を取り出すと、
残ったのは、鞄が一つだけ。",,,
25,24,春希,「それじゃ…色々ありがとな」,,,
27,26,かずさ,「…ん」,,,
28,,,"寂しくなったトランクと同様、
寂しくなった車内を覗き込むと、
冬馬は相変わらず、そっぽを向いたまま。",,,
30,29,雪菜,"「あれ？　春希くんもここで下りるの？
かずさに家まで送ってもらわないの？」",,,
32,31,春希,「え？　いや、それは…」,,,
34,33,かずさ,"「そんなめんどくさいことやってられるか。
後は電車で帰れって言ってある」",,,
36,35,雪菜,"「そう…？
かずさがそう言うんじゃ、仕方ないね」",,,
37,,,"冬馬の不機嫌そうな受け答えを、
雪菜はどう解釈しただろうか。",,,
38,,,"まさか、俺と冬馬の利害が一致してのことだと、
今の段階で理解できてるだろうか。",,,
40,39,かずさ,"「それじゃ、な。
…また始業式」",,,
42,41,雪菜,"「その前に初詣とかも行こうよ！
また電話するから」",,,
44,43,かずさ,「…わかった」,,,
46,45,春希,「冬馬…」,,,
48,47,かずさ,「………」,,,
50,49,春希,「あ…」,,,
51,,,結局…,,,
52,,,"冬馬は、最後の最後では、
俺とずっと視線を合わせることなく、
素っ気ない態度を貫いた。",,,
54,53,雪菜,「…終わっちゃったね」,,,
56,55,春希,「うん」,,,
58,57,雪菜,「三人じゃ…なくなっちゃったね」,,,
60,59,春希,「ん…」,,,
61,,,三人じゃ、なくなった。,,,
62,,,昨日の夜、あんなに近づいて触れあったはずなのに。,,,
63,,,"あんなにはしゃいで、悪ふざけして、
こんな日が永遠に続けばいいって、
強く思い合ったばかりなのに。",,,
65,64,雪菜,「寂しい、ね」,,,
67,66,春希,「………」,,,
68,,,"たった一日過ぎただけで、いつもの距離を取り戻し、
三人が二人になり、もうすぐ一人へと戻ってしまう。",,,
69,,,一人、に。,,,
71,70,雪菜,"「どうする？
一度、うちくる？」",,,
73,72,春希,「あ、えっと…」,,,
75,74,雪菜,"「寒いし、疲れたし、
お茶でも飲んで行ってよ、ね？」",,,
76,,,"雪菜が、そんな寂しさを紛らすように、
俺の腕にとりすがって、一緒に門をくぐろうとする。",,,
77,,,"その力が、いつもよりちょっと強めなのは、
彼女のその言葉が本気であることを、
とても正直に伝えていて。",,,
