Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
2,1,留守番電話,"「ただ今、留守にしております。
ピーと鳴ったらメッセージをお願いします」",,,
4,3,曜子,"「いないの、かずさ？
私、今、こっちに戻ってきてて。
食事でもどうかなって思ったんだけど…」",,,
6,5,かずさ,「………ぇ？」,,,
7,,,………,,,
9,8,曜子,「意外ね」,,,
11,10,かずさ,「なにが？」,,,
13,12,曜子,「もっと嫌われてると思ってた」,,,
15,14,かずさ,"「…嫌ってたよ。ついこの前まで。
今は、それどころじゃないだけ」",,,
17,16,曜子,「何かあった？」,,,
19,18,かずさ,「色々あった」,,,
21,20,曜子,「例えば？」,,,
23,22,かずさ,"「色々は色々だ…
楽しいことも、辛いことも、沢山あって忙しくて、
親なんかのこと考えてる暇なんかなかった」",,,
25,24,曜子,「よかったわね。男関係？」,,,
27,26,かずさ,「…あんたと一緒にするな」,,,
29,28,曜子,「あ、ちょっと元の調子」,,,
31,30,かずさ,「ふん」,,,
32,,,………,,,
34,33,かずさ,「え…」,,,
36,35,曜子,"「だから来てたのよ。
昨日の学園祭」",,,
38,37,かずさ,「なん、で？」,,,
40,39,曜子,"「柴田さんがね、連絡くれたの。
あなたが久しぶりにステージで演奏するって」",,,
42,41,かずさ,「見たんだ…」,,,
44,43,曜子,「見たわよぉ、黒のミニで、しっかり足見せちゃって」,,,
46,45,かずさ,「っ…あ、あれは勝手に決められてて！」,,,
48,47,曜子,"「何よ、いいじゃない。
人に見られることを意識するってのは、
演奏家にとって大切なことでしょう？」",,,
50,49,かずさ,"「そういう問題じゃない…
すごく恥ずかしかった」",,,
52,51,曜子,"「その割にはノリノリだったように見えたけど？
いきなりサックス吹いたり、ベース弾き出したり」",,,
54,53,かずさ,「あれも勝手に決められてて…」,,,
56,55,曜子,「ギターの男のコとイチャついてたり」,,,
58,57,かずさ,「してないっ！」,,,
60,59,曜子,"「そう？
どう見ても、デキてるふうにしか見えなかったけど」",,,
62,61,かずさ,"「どうしてすぐそっちの話に持っていこうとするんだ。
あんた、あたしの親だろ？」",,,
64,63,曜子,"「親だからこそじゃない。
娘と彼氏の話なんて、憧れだったわ」",,,
66,65,かずさ,「三年も放っておいてよく言うよ…」,,,
68,67,曜子,「ま、それを言われると辛いんだけどね」,,,
70,69,かずさ,"「それに、あいつには彼女いるよ。
だから、あたしとは全然関係ない」",,,
72,71,曜子,「ボーカルのコでしょ」,,,
74,73,かずさ,「………」,,,
76,75,曜子,"「取られちゃったか。\k
",,,
77,,,"ま、仕方ないわね。あんなに可愛いコだし。
あっちもかなりあからさまだったしね」",,,
79,78,かずさ,「………っ」,,,
81,80,曜子,"「図星？
なんてわかりやすい恋してるのよ、あなたたち」",,,
83,82,かずさ,"「取られてない！
あたしには関係ない！
あいつらが勝手にくっついただけだ！」",,,
85,84,曜子,"「そんな怒鳴ることないじゃない。
女やってればよくあることよ」",,,
87,86,かずさ,"「あたしはあんたみたいに、
男とっかえひっかえしてばっかりの、
『控えめに言って恋多き女』とは違うんだよ！」",,,
89,88,曜子,"「何言ってるの。
私、男に捨てられまくりだったわよ？
あなたの父親とか」",,,
91,90,かずさ,「っ…」,,,
93,92,曜子,「あら、もう怒るのはやめ？」,,,
95,94,かずさ,「呆れただけだ」,,,
96,,,………,,,
98,97,曜子,"「ま、仕方ないわね。
ギターのコ、真面目で優等生っぽかったもの。
大人と話すときはしっかり丁寧な言葉遣いだったし」",,,
100,99,かずさ,「…会ったの？」,,,
102,101,曜子,"「ちょっとね。
体育館まで案内してもらったわ」",,,
104,103,かずさ,「そ、か…」,,,
106,105,曜子,"「バンドやるようなタイプじゃなかったわね。
どっちかって言うと、医者とか弁護士とか目指してそう」",,,
108,107,かずさ,"「テストは常に学年一ケタで、クラス委員長で、
ついでに馬鹿だ」",,,
110,109,曜子,"「あ～それじゃ駄目だ。\k
",,,
111,,,"あなたみたいに片親でグレてるようなコなんか、
歯牙にもかけられなかったでしょ？」",,,
113,112,かずさ,"「あ、あいつは…
そんなことで人を差別するような奴じゃない！」",,,
115,114,曜子,「…そうなの？」,,,
117,116,かずさ,"「誰に対しても平等でお節介で、
何度突き放しても平気で介入してくる、
救いようのない馬鹿だ」",,,
119,118,曜子,「………」,,,
121,120,かずさ,"「それに、あいつだって父親いなくて…
しかも母親に放っておかれてて…」",,,
123,122,曜子,"「…だからやられちゃったんだ？
似たような境遇なのに、
平気で頑張ってる彼が眩しかった？」",,,
125,124,かずさ,「やめろよ…」,,,
127,126,曜子,"「だって普通、好きでもなんでもない男のこと、
そこまで熱く語る女いないわよ？」",,,
129,128,かずさ,「やめてよ…っ」,,,
131,130,曜子,「………」,,,
133,132,かずさ,「っ…ぅぅ…っ」,,,
135,134,曜子,「ふぅん」,,,
137,136,かずさ,「ぃっ…ぅ…」,,,
139,138,曜子,"「いつの間にか、恋に破れて泣く女の子になってたか。
あのかずさがね…」",,,
141,140,かずさ,「っ…おかしいかよ？」,,,
143,142,曜子,「ううん、わが娘ながら、可愛いなって」,,,
145,144,かずさ,"「うるさいっ…
やっぱりあんた大嫌いだ」",,,
147,146,曜子,「ほら、ハンカチ」,,,
149,148,かずさ,"「そんなものいるか！
…自分のがある」",,,
150,,,………,,,
152,151,曜子,「少しは落ち着いた？」,,,
154,153,かずさ,「最初から取り乱してなんかない」,,,
156,155,曜子,「ちょっと込み入った話があるんだけど、いいかしら？」,,,
158,157,かずさ,「…なんだよ」,,,
160,159,曜子,"「今度ね、わたし、
パリからウィーンに引っ越す予定なの」",,,
162,161,かずさ,"「そりゃよござんしたね。
そろそろフランス男に飽きた？」",,,
164,163,曜子,"「…そういうジョーク飛ばせるってことは、
少しは落ち着いたみたいね」",,,
166,165,かずさ,"「ジョークじゃないんだけど。
とにかく、あたしには全然関係ない」",,,
168,167,曜子,「来る気、ある？」,,,
170,169,かずさ,「…え？」,,,
172,171,曜子,"「もちろん無条件じゃない。
向こうに連れて行くってことは、
ピアノ一本でやっていける能力が必要だから」",,,
174,173,かずさ,"「なんで今さら？
三年前は見捨てたくせに」",,,
176,175,曜子,"「今のあなたなら、
伸びるかもしれないって思ったから。
…あの学園祭の演奏を見てね」",,,
