Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
5,4,留守電アナウンス,"「ただ今留守にしております。
ご用の方は発信音の後にメッセージをお願いします」",,,
7,6,？？？,"「お、春希か？　久しぶりやな～！
…って、覚えとる？　俺のこと？」",,,
9,8,？？？,"「ほら、早坂！　早坂親志！
付属の三年とき、おんなじクラスやったやん？」",,,
11,10,親志,"「ほんま久しぶりやな。もう五年か？
お前ちっとも連絡よこさんし、ったく友達甲斐のない奴や。
…って、俺も二年ぶりやけどな」",,,
13,12,親志,"「あ～、そや、こんなんしとる場合やなかった、本題本題。
あんな、いま日本に来とるやろ冬馬？
ほら、俺らと同じクラスやった冬馬かずさ」",,,
15,14,親志,"「…まぁ、お前にそっちの説明はいらん思うけど、
実は俺な、追加公演のチケット何とか手に入ってな。
二月の末にそっち行こう思ってんねん」",,,
17,16,親志,"「それで、せっかく東京戻るんやし、
時間取れるんやったら久しぶりにみんなで会いたいなぁって」",,,
19,18,親志,"「…また夜に電話すっから、
ちょっと考えといてや」",,,
21,20,親志,"「そんじゃ、また………あ、そやった。
この前、武也から電話あってな」",,,
23,22,親志,"「聞いたでお前？
すごいやん！」",,,
25,24,鈴木,"「ほ～い、松っちゃん、春ちゃん。
先輩からの愛を込めたおすそ分けだよ～」",,,
27,26,松岡,"「おすそ分けって言ってる時点で
義理感覚満載なんですけど…」",,,
29,28,春希,「まぁでも今のご時世、義理でも重要ですし…」,,,
30,,,"鈴木さんが男性陣の机に順番で置いていくチョコレートは、
まるで出張先の土産のようなサイズと予算が見て取れた。",,,
31,,,"具体的には、ハワイ土産で定番の
マカダミアナッツチョコを一人につき一粒ずつ。",,,
32,,,"…それでも、某バイト先で一緒だった
チョコ○ビー一粒を配る人に比べたら、
随分と良心的なので文句を言う気にもなれなかったけど。",,,
34,33,鈴木,"「来月、楽しみにしてるからね～。
わたし今ろくろ屋のバウムクーヘンにハマってんだ。
西急の地下にあるんだけどいっつも１時間待ちで」",,,
36,35,松岡,"「なぁ北原、俺が金半分出すから
お前は並んできてくれよな？」",,,
38,37,春希,"「…素直に『お前買ってきてくれ。ワリカンで』
と言ってくれた方が印象いいんですけど」",,,
39,,,そんなわけで、２月１４日。,,,
40,,,"ここ数日、コンビニからデパ地下まで、
バリエーション豊かなチョコレートで埋め尽くした
製菓業者の、その企業努力が報われる日。",,,
41,,,"そして俺にとってはもう一つの、
そして全然重みの違う記念日でもあり…",,,
43,42,松岡,"「ところで北原？　お前、今年は何個くらい貰えそう？
できれば誤差プラスマイナス１くらいで
答えて欲しいんだけど」",,,
45,44,春希,"「…なんでそんなことそんな精度で
喋らなくちゃならないんですか？」",,,
47,46,松岡,"「だって浜田さんは娘にもらったチョコ自慢しかしないし、
木崎さんも結婚決めちゃって食いつき悪くなったしさぁ、
勝負できそうなのお前ぐらいしかいないんだよ」",,,
49,48,春希,"「俺が聞いてるのは、どうしてそんなことで
勝負しなくちゃならないかなんですが」",,,
51,50,鈴木,"「それが松っちゃんの先輩としてのプライドなんでしょ。
そりゃ、仕事で打ち負かせと言ってやりたいけどね」",,,
53,52,松岡,"「何言ってんですか。
麻理さんに手取り足取り鍛えられた北原に
俺が勝てるわけないでしょ？」",,,
55,54,鈴木,"「二年先輩がこの言い草…
あんただって麻理さんに頭下げてお願いしてたら
とことんまで鍛えてくれたのに」",,,
57,56,松岡,"「そうかなぁ…
麻理さん、北原のこと特別扱いしてた気がするけど」",,,
59,58,鈴木,"「そりゃまぁ、
お気に入りの男の子だったことだけは確かだけどね。
…そのうちアメリカにまでお呼びがかかるかも」",,,
61,60,春希,"「出先行ってきます！
今日はそのまま直帰ですから！」",,,
62,,,"今日の浮かれた日に、この人たちに付き合ってると、
痛くも無くない腹を探られるかもしれないから
さっさと職場から逃げ出した。",,,
63,,,"それに今日は、
他にも早く上がらなくちゃならない理由がある。",,,
64,,,"まだ誕生日プレゼント、買ってない…
今夜、小木曽家に呼ばれてるってのに。",,,
65,,,………,,,
67,66,女性記者,"「関係筋からの情報によりますと、
かずささんは手を怪我していて、
次回公演までに間に合わないかもしれないとか…」",,,
69,68,曜子,"「いいえ、そのようなことはありません。
確かに前回公演後、手首に少し痛みが出たようですが、
現在は完治していますので」",,,
71,70,女性記者,"「前回のコンサートでは、
一部でコンディション不良と報道されましたが、
その痛みによるものだったということでしょうか？」",,,
73,72,曜子,"「それも違います。痛み出したのはコンサート後で…
とにかく次回は最高のパフォーマンスをお約束します」",,,
75,74,女性記者,「やはり前回は良い演奏ではなかったと…」,,,
77,76,曜子,"「そんなことは言ってません。
前回よりも更に良いものを目指すのは当然でしょう？」",,,
79,78,女性記者,"「…と、いうようなお話を、
かずささん自身からお伺いしたかったのですが」",,,
81,80,曜子,"「それはすみませんねぇ。
今朝になって急に体調が優れないと連絡がありまして」",,,
83,82,女性記者,「…本当ですか？」,,,
85,84,曜子,"「わたしの発言は、冬馬かずさの公式のものと
報じていただいて構いません。
それでも何か問題がおありで？」",,,
87,86,女性記者,"「…とある他社さんからの取材には
かなり頻繁に応じていらっしゃるようですけど？」",,,
89,88,曜子,"「あらご存じ？
今度アンサンブルから彼女の特集号が出るんですのよ？
記事の中でも是非取り上げてくださると嬉しいですわ」",,,
91,90,女性記者,「………」,,,
93,92,曜子,"「…そろそろ時間ですわね。
今日はわざわざありがとうございました」",,,
94,,,………,,,
96,95,美代子,"「…すいません。
こんな大変な時なのに無理して来ていただいて」",,,
