Id,NameId,NameJp,Jp,Traslate,NameTranslate,Notes
5,4,かずさ,「よ」,,,
7,6,曜子,「かずさ…」,,,
9,8,かずさ,"「美代子さんに聞いてさ。
また病院に連れ戻されたって」",,,
11,10,曜子,"「念のためよ。
あなたのコンサートを聴くために、
今のうちから体調を整えてるの」",,,
13,12,かずさ,"「そりゃ、どうも。
…なぁ、この花瓶って洗ってある？」",,,
15,14,曜子,「…で、何の用？」,,,
17,16,かずさ,「これが見舞い以外の何に見えるって言うんだ」,,,
19,18,曜子,"「あなたが花束なんて珍しすぎて怖いわよ。
もしかして、ノリ君から何か聞かされたの？
実はもってあと一月とか」",,,
21,20,かずさ,"「手ぶらじゃなかったくらいでそこまで疑うのかよ。
どれだけ娘の常識を信用してないんだよ、あんた」",,,
23,22,曜子,「………」,,,
25,24,かずさ,"「とりあえず、花をいけてくる。
すぐ戻るな」",,,
27,26,曜子,"「看護師さんに頼みなさい。
バラの刺で指を傷つけたら承知しないわよ」",,,
28,,,………,,,
30,29,かずさ,「そういえば、聞いたよ」,,,
32,31,曜子,「何を？」,,,
34,33,かずさ,「あの廃墟、買い戻したんだって？」,,,
36,35,曜子,"「…というか、いつまでも売れ残ってたから、
不動産屋から引き取っただけよ」",,,
38,37,かずさ,「それでも安くなかったろ」,,,
40,39,曜子,"「ま、確かにね。
それにこれからもリフォームで色々と入り用になりそう。
窓とか壊されてたし」",,,
42,41,かずさ,「へぇ、悪い奴もいたもんだな。空き巣かな」,,,
44,43,曜子,「…で？」,,,
46,45,かずさ,「ん？」,,,
48,47,曜子,「そのこと、責めに来たんじゃないの？」,,,
50,49,かずさ,"「別に、あんたの金をあんたがどう使おうが、
文句を言う筋合いはないよ。
あたしで儲けた金なんてどうせたかが知れてるし」",,,
52,51,曜子,"「そういう意味じゃないって、
わかっててとぼけてるのよね？」",,,
54,53,かずさ,「…さぁね」,,,
56,55,曜子,"「リフォームが終わったら、あの家に戻る。
もう、ウィーンには戻らない」",,,
58,57,かずさ,「………」,,,
60,59,曜子,「本当は、あなたとまた二人で暮らすつもりだった」,,,
62,61,かずさ,"「そりゃ凄い。
もし実現したら八年ぶりの快挙だな」",,,
64,63,曜子,「やっぱり責めるつもりだった？」,,,
66,65,かずさ,"「…ごめん、今のは条件反射。
本当にそういうつもりで来たんじゃないんだ。
むしろ逆でさ」",,,
68,67,曜子,「じゃあ…なに？」,,,
70,69,かずさ,"「ごめん、母さん。
あたし…」",,,
72,71,曜子,"「…そう。
あなたはウィーンに戻るのね？」",,,
74,73,かずさ,"「…母さんの事情も想いも理解できる。
本当は家族が支えなくちゃならないってわかってる。
けど…」",,,
76,75,曜子,「…けど？」,,,
78,77,かずさ,"「あたしもう、日本にいられない…
してはいけないこと、しちゃったから」",,,
80,79,曜子,「彼を…奪って行くのね？」,,,
82,81,かずさ,「………うん」,,,
84,83,曜子,「おめでとう…ある意味」,,,
86,85,かずさ,"「いいよ、そんな苦しそうな祝福なんかいらない。
どれだけのことしたか、わかってるつもりだ」",,,
88,87,曜子,"「その割には全身から喜びが伝わってくるのよね。
こ～んなにツヤツヤしちゃって。彼とは対照的」",,,
90,89,かずさ,「あいつに会ったのか？　最近」,,,
92,91,曜子,"「昨日ね。
入院に付き添ってくれたの。
美代ちゃんが別件で出ちゃってたから」",,,
94,93,かずさ,"「そっか…
じゃあ、全部知ってたんだ。
あたしの結論」",,,
96,95,曜子,"「ここまで無茶な略奪愛、
あなたの先代でもなかったわよ」",,,
98,97,かずさ,"「全部、あたしのせいだ。
あたしが弱い人間だったから…」",,,
100,99,曜子,「かずさ…」,,,
102,101,かずさ,"「弱いから、母さんに頼ろうとして、
けど母さんがそれどころじゃないって知って、
余計に、どうしようもなく弱くなっちゃって…」",,,
104,103,かずさ,「結局、最悪の選択をした」,,,
106,105,曜子,"「…あなたを除いた全員にとって、ね。
もちろん、彼も例外じゃない」",,,
108,107,かずさ,「…うん」,,,
110,109,曜子,"「かずさ、あなたは彼を…
そして彼の周りの人たちをみんな不幸にするのよ？
…あなたの、おままごとみたいな子供の恋で」",,,
112,111,かずさ,「受け止めるよ。何もかも」,,,
114,113,曜子,"「…だから、そこでますます幸せそうな顔しないの。
当事者がその顔見たらキれるわよ？」",,,
116,115,かずさ,「そんな幸せそうな顔、してるかな？」,,,
118,117,曜子,"「冗談よ。
母親より圧倒的に男の方を愛してる娘に、
少しムカついただけ」",,,
120,119,かずさ,「…ごめん」,,,
122,121,曜子,"「…ま、いいわ。
今度のコンサートで償ってもらうから」",,,
124,123,かずさ,「うん…」,,,
126,125,曜子,"「あと三日ね。
調子はどう？」",,,
128,127,かずさ,"「最高だよ。
今すぐにでも弾ける」",,,
130,129,曜子,「そう、よかった」,,,
132,131,かずさ,"「悔いは残さない…
あたしの、日本で最後のコンサートだ」",,,
134,133,曜子,"「あなたの生のピアノも、
これで聴き納めかしらね…」",,,
136,135,かずさ,「………母、さん」,,,
138,137,曜子,"「…少し疲れたみたい。
しばらく休ませてくれるかしら」",,,
140,139,かずさ,"「うん。あたしもそろそろスタジオに戻らないと。
また来るから」",,,
142,141,曜子,「それじゃ…期待してるわよ、コンサート」,,,
144,143,かずさ,「なぁ、母さん…」,,,
146,145,曜子,「なぁに？」,,,
148,147,かずさ,"「離ればなれになった家族でも、
病気の親を見捨てて逃げた娘でも…」",,,
150,149,かずさ,"「………ピアニストでない冬馬かずさでも、
あんたはあたしのことを、これからも愛してくれるか？」",,,
152,151,曜子,「…ピアノ、やめる気なの？」,,,
154,153,かずさ,「やめたいなんて思ってないけどね」,,,
156,155,曜子,「じゃあ、なんで急にそんなこと？」,,,
158,157,かずさ,"「万が一の話だよ。
まったく意味のないたとえ話だ。
…じゃあね」",,,
160,159,曜子,「…かずさ？」,,,
161,,,………,,,
164,163,春希,"「それで、ツール関係はこのフォルダに入ってますから。
使い方は手順書を見ればわかるようになってます」",,,
166,165,松岡,「………」,,,
168,167,春希,"「こっちは関係者の連絡先リスト。
一応、名刺も渡しておきますから…」",,,
170,169,松岡,「…なぁ」,,,
172,171,春希,「何かわからないことありましたか？」,,,
174,173,松岡,「増刊の方、終わったんだって？」,,,
176,175,春希,"「ええ、校正も全部。
あとは発売待ちです」",,,
178,177,松岡,"「これで後、この引き継ぎが終わったら、
お前はもうここに来なくなるんだな…」",,,
180,179,春希,"「…三月いっぱいまではこの会社の人間ですから、
一月かけてゆっくり引き継いでくれていいです」",,,
182,181,松岡,"「馬鹿にすんな。俺、お前より二年も先輩なんだぞ？
この程度の仕事、今週で全部引き継いでみせる」",,,
184,183,春希,「…すいません」,,,
185,,,俺の突然の辞表提出から十日…,,,
186,,,"苦り切った上司たちの、まさに苦肉の暫定策として、
俺の仕事は松岡さんに全部移管されることになった。",,,
188,187,松岡,"「大変なのは引き継いだ後だ。
単純に考えても仕事量は二倍になるんだし、
しかもウチの編集部、来期の増員予定ないんだぞ」",,,
189,,,"その措置が決まった瞬間、
誰もが激しく拒否すると思ってた<R当の本人|まつおかさん>は、
少し考え込む仕草を見せると、あっさり首を縦に振った。",,,
191,190,松岡,"「まさかグラフから人が抜けるなんて、
去年の段階で誰も予想してなかったし、
とっくに新入社員の採用は終わってるし…」",,,
192,,,"もちろんその瞬間、
俺をきつく睨みつけることは忘れなかったけど。",,,
194,193,松岡,"「今、浜田さんが一生懸命人事と交渉してるけど、
しばらくはバイト増やして乗り切るしかないだろうって」",,,
196,195,春希,「本当に、みんなには迷惑かけてしまって…」,,,
198,197,松岡,"「どんな家庭の事情があるのか知らないけどさ…
俺、お前のこと、仕事を放り出して
逃げ出した奴としか思ってないから」",,,
200,199,春希,「………はい」,,,
202,201,松岡,「送別会、断ったんだって？」,,,
204,203,春希,"「円満退職じゃないですから…
それに、誰も来てくれませんよ」",,,
205,,,"俺が辞めるって話が伝わって以来、
編集部の空気は、明らかに悪くなっていた。",,,
207,206,松岡,"「なんでそんなふうに決めつけるんだよ。
そうやってお前が勝手に壁作るから、
ますます誰も声かけられなくなるんだろうが」",,,
209,208,春希,「…すいません」,,,
210,,,"浜田さんは部下に当たり散らすことが多くなり、
鈴木さんの雑談は消え、木崎さんはますます出先ばかり。",,,
212,211,松岡,"「ほんっと、今のお前は苛つくな。
もともとそういう性格してたけど、
辞めるって言ってからますます意固地になりやがって」",,,
214,213,春希,「………はい」,,,
215,,,"そして、ほぼ唯一まだ俺と話をしてくれる…
というか、仕事上話をせざるを得ない松岡さんは、
ずっと、こんな調子で。",,,
216,,,"自分でわかりすぎてる俺の問題を指摘して、
結局、俺に何も言えなくさせてしまう。",,,
217,,,"そうやって編集部からどんどん会話が消えていき、
締め切り後のエアポケットと相まって、
ここが出版社とは思えない静けさに包まれている。",,,
219,218,松岡,「なぁ」,,,
221,220,春希,「なんですか？」,,,
223,222,松岡,"「少しくらいは償おうとか思わないのかよ。
俺なんか、来月から休日が全部吹っ飛ぶんだぞ？」",,,
225,224,春希,"「それは…
俺でできることなら」",,,
226,,,"これも、俺の決断が招いてしまったこと。
壊してしまった、今までの世界の欠片。",,,
227,,,"あと一月。
この罪を少しでも償えるなら、俺は…",,,
229,228,松岡,"「じゃあ…
今日のノルマが終わったら、飲みに行くぞ」",,,
231,230,春希,「………え？」,,,
233,232,松岡,"「北原が奢れよ？
俺に仕事押しつけて逃げてくんだからな。当然だろ？」",,,
235,234,春希,「松岡さん…？」,,,
236,,,俺は、どんな責め苦でも受けるつもりだったのに…,,,
238,237,松岡,"「その代わり、お前の分は俺が出すから。
…一応、送別会の主賓だし」",,,
240,239,春希,「それって…割り勘ってことじゃ」,,,
242,241,松岡,"「いちいちうるせぇなぁ！
来るのか？　来ないのか？
口答えすんなよペーペーのくせに！」",,,
243,,,"浜田さんは部下に当たり散らすことが多くなり、
鈴木さんの雑談は消え、木崎さんはますます出先ばかり。",,,
244,,,そして、松岡さんは…,,,
246,245,春希,「…ありがとう、ございます」,,,
248,247,松岡,"「感謝なんかしたら後悔するぞ。
飲んでる間中、ずっとお前のこと罵ってやるからな」",,,
250,249,春希,「はい…覚悟しときます」,,,
251,,,"俺を厳しい表情で睨みつけ、
軽く、肩をぽんと叩いた。",,,
252,,,………,,,
254,253,かずさ,「そっか…」,,,
256,255,春希,"「というわけで悪いけど、今日遅くなる。
飲んで帰るから、夕飯は…」",,,
258,257,かずさ,"「あ～、わかってる。
外で済ませてくるから」",,,
260,259,春希,"「食事抜くなよ？　野菜多めに取れよ？
あと酒と甘いものは控えるんだぞ？
…コンサート、明日なんだから」",,,
262,261,かずさ,"「そうやって、本物の母親より母親らしいこと言うな。
だからやっかまれるんだ」",,,
264,263,春希,「…誰に？」,,,
266,265,かずさ,"「とにかくこっちは了解したから。
行って来いよ、送別会なんだろ？
…お前は少しくらい羽目を外せ」",,,
268,267,春希,"「ん…そうさせてもらう。
悪いな、コンサートの前日に側にいられなくて」",,,
270,269,かずさ,"「いいよ。
それより楽しんで来いよ？」",,,
272,271,春希,"「あ、それでさ…
明日、何時に会場入りだっけ？」",,,
274,273,かずさ,"「昼過ぎには出るよ。
もしかしたら、すれ違いになるかもな」",,,
276,275,春希,"「朝、出勤前に起こしてもいいか？
ほんの少し、話すだけでいいからさ」",,,
278,277,かずさ,"「うん、わかった。
それじゃ、今日は早く寝る」",,,
280,279,春希,「じゃ…おやすみ」,,,
282,281,かずさ,「ああ…」,,,
284,283,かずさ,「………」,,,
286,285,かずさ,「そっか…遅くなるのか」,,,
288,287,かずさ,「ちょうど、良かった…」,,,
289,,,………,,,
290,,,……,,,
291,,,…,,,
293,292,かずさ,「あ…」,,,
295,294,かずさ,「本当に、来てくれたんだ」,,,
297,296,かずさ,「ありがとう………雪菜」,,,
299,298,雪菜,「………」,,,
300,,,………,,,
302,301,かずさ,「その、ごめん」,,,
304,303,雪菜,「…何が？」,,,
306,305,かずさ,"「え、ええと…
こんな夜遅くに呼び出したりして」",,,
308,307,雪菜,「あぁ、それなら何時でも平気」,,,
