Id,NameId,Name,Text,Traslate,NameTranslate,Notes
5,4,春希,「…思ってたより断然いいな」,,,
7,6,千晶,「あたしをなめてもらっちゃ困るなぁ」,,,
8,,,前回の勉強会から一週間。,,,
9,,,"その間で和泉がまとめてきた、
本人曰く『実家から発掘してきた昔の資料群』は、
こちらの予想を遙かに超えた完成度だった。",,,
10,,,"とてもレポート提出を一月以上もブッチした、
幽霊ゼミ生が書いた物とは思えないほどに。",,,
12,11,春希,"「この鬼伝説の別解釈なんかも面白いよな。
最後の方なんか鬼の方に感情移入してるし」",,,
13,,,"元は、山に棲みついた、人を襲う鬼を討伐する
侍の話なのに、途中から雲行きが怪しくなってくる。",,,
14,,,"実は侍は、鬼の女に救われたとか、
その女と愛し合うようになるとか、
逆に女の方が裏切り者として実の姉に処刑されるとか…",,,
16,15,春希,"「民間伝承にしては勧善懲悪でもないし、
それに随分とロマンチックだし。
…本当に地元でこんな説が根付いてるのか？」",,,
18,17,千晶,"「一番有名な異説はさ、鬼が宇宙を放浪する狩猟民族で、
今でも山のどこかに宇宙船と精神体が残ってるって奴で」",,,
19,,,"…異説と言ってる時点で、
一番有名じゃないだろとも思ったけど、
まぁ、そんなのはまったく些末な問題で。",,,
21,20,春希,"「…ちゃんと調べてある。
…ように見えなくもない。
かもしれない。けど、いや、まだ予断は…」",,,
23,22,千晶,"「春希さぁ、どうしてもあたしが怠惰で享楽的な
キリギリスでなくちゃ納得できないわけ？」",,,
25,24,春希,「あ、いや、えと…すまん」,,,
26,,,"そんなことより、これを目の前の極楽トンボが
三年前に書いたという事実が、時の流れは残酷だとか、
そういう類の言い回しを彷彿させるのが…",,,
27,,,"いや、すまん和泉。
心の中でもう一度謝罪するから許してくれ。",,,
29,28,千晶,"「ま、昔のあたしは勤勉だったということで。
そのおかげで何の間違いか、峰城に受かっちゃったけど」",,,
31,30,春希,"「都内って言ってたっけ。
どこの学校だったんだ？」",,,
33,32,千晶,"「…都立だよ。何の変哲もないとこ。
学年一桁でないとここには入れないくらいのレベル」",,,
34,,,…てことは、昔は本当にクラスの優等生で通ってたんだな。,,,
36,35,春希,"「前にも聞いたけどさ、なんで大学入る前に、
こんなマニアックな研究してたんだ？」",,,
38,37,千晶,"「ま、そこはね…興味のあるものには
とことんのめり込むタイプだったと言うか…オタク？」",,,
40,39,春希,「そういう感性こそ大学で発揮しろよ…」,,,
42,41,千晶,「あ～疲れた。春希、コーヒー」,,,
44,43,春希,「淹れてやるからそんなにくつろぐな…」,,,
45,,,"立ち上がり、大きく背伸びをすると、
和泉はそのまま上半身を仰向けにベッドに投げ出した。",,,
46,,,"せっかくちょっと見直したのに…
高評価が長続きしない奴だ。",,,
48,47,千晶,"「足しびれた～。駄目だ正座は。
春希～、テーブルと椅子買おうよ。
明日見に行かない？」",,,
50,49,春希,"「仕送りのない一人暮らしのバイト苦学生に
無茶な要求をするな。
そもそも和泉のは正座じゃなくて横座りだ」",,,
52,51,千晶,"「駅前のこんないい場所に住んでるくせに、
ケチケチしなさんなっての」",,,
54,53,春希,"「駅前のこんないい場所に住んでるから家賃が大変なの。
余計な家財道具を入れる余裕なんかあるか」",,,
56,55,千晶,"「そこをなんとか。あたしの顔に免じてさぁ。
春希にはもてなしの心ってやつがわかんないかなぁ」",,,
58,57,春希,"「あと、そうやって俺の部屋に
自分の存在を確立させようとするな。
お前が来ていいのはあくまでレポートが終わるまでだ」",,,
60,59,千晶,"「なんという友達甲斐のなさ。
春希は間違いなくドＳだよね～」",,,
61,,,"足がしびれたとか言ってるくせに、
この女はベッドの上でそのおみ足をバタバタ暴れさせる。",,,
63,62,春希,"「だから人の部屋で暴れるなっての。
みっともない」",,,
64,,,特に今日の…その格好で。,,,
65,,,………,,,
67,66,春希,「あのさ、和泉」,,,
69,68,千晶,「（ずず）ん～？」,,,
70,,,"俺の淹れたインスタントコーヒーを受け取ると、
和泉はそのまますぐに口に運んだ。",,,
71,,,"…今の俺の周りには、
ブラックを好む女が多い。",,,
73,72,春希,"「先週、ウチに来た日のことだけどさ…
ほら、正門で付属のコが待ってて」",,,
75,74,千晶,"「ああ、一度だけのつもりでついフラフラと
若い肉体に溺れちゃったら、その後もしつこく
関係を迫られて困ってるって言ってたあのコ？」",,,
77,76,春希,"「…多分お前と俺の指している相手は同じなんだろうが、
認識が壊滅的にずれているのをどうにかしてくれ」",,,
