Id,NameId,Name,Text,Traslate,NameTranslate,Notes
2,1,武也,「………」,,,
4,3,春希,"「と、いうわけで、
今日から軽音楽同好会に加わることになった…」",,,
6,5,かずさ,「………」,,,
8,7,春希,"「…冬馬かずさ。
みんなよろしく」",,,
10,9,かずさ,「………」,,,
11,,,"小木曽一人の盛大な拍手とともに、
軽音楽同好会新入部員の『他者紹介』は終わった。",,,
12,,,"昨夜はあんなに喋ったって言うのに、
すぐに機嫌が悪くなったり、ちょっと悪くなったり、
すごく悪くなったりと、ころころ変わる奴だ。",,,
14,13,春希,"「で、こっちが飯塚武也。
一応ここの会長兼ギター」",,,
16,15,武也,「本当に連れてきやがった…」,,,
18,17,かずさ,「………」,,,
20,19,武也,「よ、よろしく…」,,,
22,21,かずさ,「………」,,,
24,23,武也,「は、はは、は…」,,,
26,25,春希,「…あ～」,,,
27,,,"そういえばこいつ、
冬馬口説いて蹴りを食らったことがあるんだっけ。",,,
29,28,かずさ,「………」,,,
31,30,武也,「春希ぃ…」,,,
33,32,春希,"「で、こっちが…
ま、よく知ってると思うけど、小木曽雪菜。
ボーカル担当で…」",,,
34,,,"個人的な理由で、武也の件をフォローしないまま、
滞りなく議題を進めていく。",,,
36,35,雪菜,"「よろしくね冬馬さん。
あと、わたしのことは雪菜でいいよ」",,,
38,37,かずさ,「あたしのことはかずさで良くないから」,,,
40,39,雪菜,「…え～と」,,,
42,41,春希,「…あ～」,,,
43,,,"この場で冬馬が初めて発した言葉は、
超友好的に接してくる小木曽に対しての、
あからさまな防波堤だった。",,,
45,44,雪菜,"「あ、あは…
とにかく、学園祭に向けて頑張ろ、ね？」",,,
47,46,かずさ,「わかってる…」,,,
48,,,"昨夜、小木曽から電話がかかってきたのは、
いわゆる２５時…午前１時に差し掛かった頃だった。",,,
49,,,"なんでも、今の今まで父親と論戦を続けていたらしく、
いつもの鈴を鳴らしたような声はなりを潜め、
妙に息遣いの色っぽいハスキーボイスとなっていた。",,,
50,,,でも、声の調子そのものは、思いっきり弾んでいて…,,,
51,,,"つまりそれが、小木曽の同好会復帰と、
冬馬の同好会参加が決まった瞬間だった。",,,
52,,,"よっぽど嬉しかったのか、
小木曽はその後も俺と２時間も電話でお喋りし…",,,
53,,,"『今から冬馬さんのところに電話するね』と、
午前３時になって言い出して、俺の説教を呼び込んだ。",,,
55,54,雪菜,"「あ、ところで北原くん。
北原くんも、わたしのことは…」",,,
57,56,春希,「小木曽どうした小木曽？」,,,
59,58,雪菜,「………」,,,
60,,,『雪菜でいいよ』,,,
61,,,"実は、昨夜の電話の中でも、
何度か、この悪魔の囁きを聞いた記憶がある。",,,
62,,,"けどまだ今の俺には、
この、小木曽の真名を呼んでしまった直後の自分を
制御できる自信がないから。",,,
64,63,武也,「あ、ところで雪菜ちゃ…」,,,
66,65,春希,「武也ぁぁぁぁぁぁっ！」,,,
68,67,かずさ,「…っ」,,,
70,69,武也,「うわあああああっ！？」,,,
71,,,ほら、制御できないし。,,,
72,,,………,,,
74,73,春希,"「さ、さてと…
それじゃミーティング始めます」",,,
75,,,"何故だか部長が戦意喪失してしまったので、
僭越ながら俺がこの場を仕切ることになった。",,,
76,,,"なお、肝心の部長はいつもの自信と軽薄さを失い、
教室の隅で椅子に腰掛けてガタガタと震えている。",,,
77,,,冬馬の蹴飛ばした椅子、凄い音がしたもんなぁ。,,,
79,78,春希,"「ええと、それじゃどうしようかな？
とりあえずメンバーも集まったことだし…」",,,
81,80,かずさ,「…集まった？」,,,
83,82,春希,「あ、いや…」,,,
85,84,かずさ,"「あんた、昨日のあたしの話何も聞いてなかったの？
どの面下げてそんな世迷い言を口に出せるわけ？」",,,
87,86,春希,"「い、いや、聞いてた聞いてた。
そうそう、ベースとドラムだよな」",,,
88,,,"俺は狼狽しつつも、冬馬に遮られなければ言うはずだった
『一通り合わせてみようか』を口にしていないで
本当に良かった、と胸をなで下ろしていた。",,,
90,89,かずさ,"「確かに四人いれば普通バンドは組めるけど、
それが専任ボーカルとギター二人とキーボードとなれば
全然話は別」",,,
92,91,春希,「だ、だから…それはおいおい…」,,,
94,93,かずさ,"「大体、何の曲をやるかも決まってないのに、
メンバー揃ったとか、なんて短絡的な…」",,,
96,95,雪菜,「あ、わたしやりたい曲あるんだけど…」,,,
98,97,春希,「小木曽…？」,,,
99,,,"そんな俺の約束された窮地を見かねてか、
小木曽がおずおずと手を上げた。",,,
101,100,雪菜,"「…って、今言っちゃっていいのかな？
大事な話の途中だったみたいだけど」",,,
103,102,春希,"「全然！　冬馬の言うとおり、
何をやるか決めないと何も進まないから。
な、そうだろ冬馬？」",,,
105,104,かずさ,「………」,,,
107,106,春希,"「…うん、大丈夫、大丈夫だから。
で、なんて曲？」",,,
